sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales
365,102,101,Guinness Figure,Guinness,Beer,700,17.25,"Shaw, Brandt and Lopez",Michaelmouth,WI,West,Wholesale,2025-04-28,29,40.75,1181.75
366,105,125,Captain Morgan Budget,Captain,Rum,750,8.44,Wang Inc,Mcintoshhaven,ID,Northeast,Retail,2025-04-09,36,20.92,753.12
367,107,120,Guinness Meet,Guinness,Vodka,750,24.64,Lee-Campbell,East Jessica,WA,Midwest,Retail,2025-05-01,7,87.77,614.39
368,110,141,Don Julio Scientist,Don,Gin,1000,25.63,"Johnson, Ramirez and Morales",South Angel,NJ,South,Wholesale,2025-05-07,28,86.75,2429.0
369,108,132,Ciroc Property,Ciroc,Tequila,500,44.11,Turner-Butler,Danielland,WI,Northeast,Retail,2025-05-11,21,23.19,486.99
370,109,113,Johnnie Walker Hot,Johnnie,Tequila,500,42.25,Boyd-Robinson,North Conniemouth,MH,West,Wholesale,2025-04-29,4,24.52,98.08
371,109,119,Guinness Use,Guinness,Beer,700,38.8,Christian PLC,Elizabethtown,RI,Northeast,Wholesale,2025-04-27,38,44.88,1705.44
372,106,133,Johnnie Walker Letter,Johnnie,Liqueur,1000,25.13,"Harris, Bush and Smith",New Kathleen,WV,Midwest,Retail,2025-05-14,13,23.35,303.55
373,108,126,Captain Morgan To,Captain,Beer,1000,24.07,Spears Group,South Miranda,OK,Midwest,Retail,2025-03-28,20,13.46,269.2
374,110,109,Baileys Food,Baileys,Gin,1000,43.66,Weaver Inc,Oscarport,IN,Midwest,Wholesale,2025-04-21,42,87.48,3674.16
375,105,111,Tanqueray Data,Tanqueray,Rum,750,9.76,"Hernandez, Hancock and Rivera",Cherylton,ID,South,Retail,2025-05-03,19,37.3,708.7
376,106,142,Don Julio Education,Don,Vodka,500,10.08,Kim PLC,Melissaland,NY,Southeast,Wholesale,2025-05-04,17,65.36,1111.12
377,110,126,Smirnoff Simply,Smirnoff,Gin,700,42.22,"Williams, Bowman and Nelson",South Tara,MT,Midwest,Retail,2025-03-28,14,36.24,507.36
378,106,110,Captain Morgan Own,Captain,Vodka,500,26.38,"Sosa, Benson and Ortiz",Newtonborough,VA,Northeast,Retail,2025-04-02,17,73.73,1253.41
379,109,113,Johnnie Walker When,Johnnie,Tequila,1000,38.49,Wagner-Salinas,West Andrea,FL,Northeast,Wholesale,2025-04-09,30,87.54,2626.2
380,101,144,Johnnie Walker Five,Johnnie,Vodka,750,8.93,Hall LLC,Port Mary,MO,Southeast,Retail,2025-05-05,28,8.29,232.12
381,106,117,Johnnie Walker See,Johnnie,Whisky,1000,27.19,Ryan-Ryan,East Anthony,CT,Southeast,Wholesale,2025-03-27,36,52.34,1884.24
382,109,133,Johnnie Walker Traditional,Johnnie,Liqueur,1000,38.88,"Fox, Smith and Santos",Warrenburgh,VI,Midwest,Retail,2025-04-07,5,14.32,71.6
383,107,112,Guinness Case,Guinness,Rum,500,7.61,Pratt-Scott,Kathryntown,OR,Northeast,Retail,2025-05-04,19,6.45,122.55
384,104,138,Ciroc Design,Ciroc,Beer,500,9.26,"Johnson, Moore and Garner",West Charles,OH,Midwest,Wholesale,2025-04-28,6,20.18,121.08
385,102,111,Johnnie Walker Word,Johnnie,Gin,500,32.41,"Thomas, Cole and Daniel",Humphreyshire,GU,Southeast,Wholesale,2025-05-03,48,9.79,469.92
386,109,114,Don Julio Degree,Don,Tequila,1000,15.58,Mcdaniel Ltd,South Shannon,VI,Northeast,Wholesale,2025-05-15,45,38.06,1712.7
387,104,144,Tanqueray Southern,Tanqueray,Beer,700,40.73,Prince Group,South Henrymouth,PR,Southeast,Retail,2025-04-20,1,84.91,84.91
388,108,137,Don Julio White,Don,Vodka,1000,42.66,Davis and Sons,East Michaelberg,NJ,South,Retail,2025-05-19,40,78.39,3135.6
389,107,133,Tanqueray Back,Tanqueray,Vodka,1000,14.27,Smith LLC,Vanessaland,AR,South,Retail,2025-04-26,41,60.64,2486.24
390,110,141,Johnnie Walker Member,Johnnie,Whisky,700,31.13,Bennett-Johnson,Brandonside,CA,Southeast,Retail,2025-04-24,36,46.7,1681.2
391,109,132,Johnnie Walker Exactly,Johnnie,Whisky,750,8.72,Watson Group,Robertsfort,OR,Midwest,Retail,2025-04-11,3,26.01,78.03
392,107,125,Guinness Out,Guinness,Whisky,500,12.98,Hughes and Sons,Patelmouth,AZ,South,Retail,2025-03-25,47,13.01,611.47
393,107,126,Don Julio Consumer,Don,Liqueur,700,7.28,Cole-Wood,South Michelle,LA,South,Retail,2025-05-05,5,60.3,301.5
394,103,111,Johnnie Walker Rate,Johnnie,Beer,500,17.6,"Diaz, Marquez and Murphy",Port Lindseyville,LA,South,Wholesale,2025-05-03,34,14.34,487.56
395,102,128,Ciroc No,Ciroc,Whisky,500,39.15,"Wilson, Ortiz and Lopez",Montgomerystad,NC,Southeast,Wholesale,2025-05-14,15,57.99,869.85
396,102,130,Don Julio Stage,Don,Whisky,500,13.61,Thompson-Taylor,Ericahaven,DC,Midwest,Wholesale,2025-04-22,33,92.18,3041.94
397,107,132,Don Julio Person,Don,Rum,500,15.74,Peters-Cummings,Gonzaleztown,AK,Midwest,Retail,2025-03-30,23,97.36,2239.28
398,110,145,Tanqueray Her,Tanqueray,Liqueur,700,34.01,Rodriguez LLC,Lake William,IA,Northeast,Wholesale,2025-05-18,15,82.09,1231.35
399,105,131,Johnnie Walker Practice,Johnnie,Whisky,500,34.51,"Harris, Lopez and Wilson",New Kayla,MT,South,Wholesale,2025-03-29,34,92.31,3138.54
400,106,137,Smirnoff Six,Smirnoff,Gin,700,41.74,"Wilson, Martinez and Graham",South Marybury,IN,Southeast,Retail,2025-05-16,44,12.73,560.12
401,102,116,Baileys Model,Baileys,Rum,700,22.49,Taylor Inc,North Glenn,MO,Southeast,Retail,2025-04-14,41,60.2,2468.2
402,102,111,Baileys Offer,Baileys,Liqueur,700,7.63,Ruiz-Marquez,Paigeland,KY,Southeast,Retail,2025-03-22,25,98.2,2455.0
403,110,120,Captain Morgan Voice,Captain,Vodka,700,9.29,Morgan and Sons,West Danielleland,FM,Midwest,Wholesale,2025-04-20,22,37.17,817.74
404,107,131,Ciroc Job,Ciroc,Whisky,700,40.44,Fisher Ltd,Nicholasstad,MO,South,Retail,2025-05-08,50,5.81,290.5
405,110,150,Don Julio Score,Don,Liqueur,700,22.52,"Reed, Ruiz and Camacho",North Derrickville,DC,Northeast,Retail,2025-05-12,47,83.32,3916.04
406,106,119,Ciroc Buy,Ciroc,Vodka,1000,36.89,Mays-Torres,Torresbury,ND,West,Retail,2025-05-19,2,19.85,39.7
407,103,108,Guinness Speak,Guinness,Vodka,700,41.91,Smith-Good,Lake Christopherhaven,LA,Northeast,Wholesale,2025-03-24,45,37.18,1673.1
408,105,123,Guinness Responsibility,Guinness,Gin,1000,19.42,Alvarado-Morris,West Curtisfurt,NJ,South,Retail,2025-05-16,44,42.1,1852.4
409,104,141,Baileys Foreign,Baileys,Rum,750,33.57,"Williams, Sparks and Gonzales",East Sabrina,MI,Southeast,Retail,2025-05-15,19,95.14,1807.66
410,109,112,Tanqueray On,Tanqueray,Whisky,750,12.51,"Marks, Wolf and Flores",Meyerport,MT,West,Wholesale,2025-04-22,8,81.98,655.84
411,101,105,Don Julio Interview,Don,Tequila,1000,22.46,Mccarty-Garcia,West William,CT,Southeast,Retail,2025-05-14,32,87.71,2806.72
412,102,134,Johnnie Walker Certainly,Johnnie,Liqueur,700,13.53,Roberts Group,West Tracyfort,ME,South,Wholesale,2025-03-28,16,85.5,1368.0
413,108,102,Johnnie Walker Prove,Johnnie,Rum,750,7.36,Greene PLC,New Theresa,PR,Southeast,Retail,2025-03-23,31,77.08,2389.48
414,101,119,Don Julio Capital,Don,Gin,750,7.54,Grimes LLC,Amandaton,PR,Southeast,Wholesale,2025-03-24,29,6.65,192.85
415,104,143,Tanqueray Protect,Tanqueray,Gin,700,12.68,Johnson Ltd,North Charlesfurt,MD,Midwest,Retail,2025-05-19,17,69.81,1186.77
416,109,109,Captain Morgan Program,Captain,Rum,500,6.49,Curtis-Collins,Port Kyleland,DE,West,Wholesale,2025-04-02,33,44.19,1458.27
417,103,111,Tanqueray Inside,Tanqueray,Vodka,1000,41.88,Kelley-Watkins,Port Kristinaton,NM,Southeast,Wholesale,2025-04-20,30,27.73,831.9
418,101,113,Johnnie Walker Commercial,Johnnie,Beer,1000,12.71,Wilkins-Harrington,Williamsberg,MH,South,Wholesale,2025-03-30,21,83.97,1763.37
419,109,127,Tanqueray Several,Tanqueray,Whisky,700,13.3,Clarke and Sons,Boonehaven,VT,West,Retail,2025-05-06,48,37.64,1806.72
420,101,108,Baileys Those,Baileys,Tequila,1000,10.96,Collins Ltd,South Chelsea,IN,South,Wholesale,2025-05-03,30,89.02,2670.6
421,107,106,Johnnie Walker Into,Johnnie,Gin,750,30.61,"Fisher, Herring and Levine",Philipport,KY,Midwest,Wholesale,2025-05-03,43,49.0,2107.0
422,103,134,Captain Morgan Practice,Captain,Gin,1000,26.89,"Williams, Conner and Taylor",Laraville,MA,Northeast,Wholesale,2025-04-06,35,48.82,1708.7
423,108,145,Tanqueray Identify,Tanqueray,Liqueur,500,21.58,"Castillo, Thompson and Alvarez",New Ashleymouth,FL,Northeast,Retail,2025-05-17,35,88.76,3106.6
424,109,149,Tanqueray Military,Tanqueray,Gin,1000,29.1,Anderson Inc,South Laura,GU,Northeast,Wholesale,2025-04-11,8,94.97,759.76
425,106,104,Captain Morgan Discuss,Captain,Liqueur,500,10.94,Gutierrez LLC,Boydberg,NY,Midwest,Wholesale,2025-05-08,2,65.33,130.66
426,105,110,Guinness Total,Guinness,Gin,700,12.98,"Hill, Brown and Horton",North Danielle,TX,Midwest,Retail,2025-03-25,41,37.68,1544.88
427,104,130,Don Julio Continue,Don,Gin,750,28.5,Miller-Morris,Flemingview,NJ,Northeast,Retail,2025-05-12,14,18.27,255.78
428,107,102,Tanqueray Sell,Tanqueray,Liqueur,700,44.64,Lowe Inc,New David,VT,Southeast,Retail,2025-05-16,15,61.88,928.2
429,103,130,Guinness Dark,Guinness,Beer,500,23.98,"Young, Garrison and Adams",Burtonport,VI,Midwest,Retail,2025-04-28,25,89.97,2249.25
430,107,129,Ciroc Explain,Ciroc,Tequila,700,33.45,Bridges PLC,Brownland,WI,West,Wholesale,2025-03-27,3,34.22,102.66
431,101,145,Tanqueray May,Tanqueray,Beer,1000,5.12,Ramirez Ltd,North Christina,MN,West,Retail,2025-03-24,29,24.24,702.96
432,103,103,Captain Morgan Voice,Captain,Tequila,750,33.87,"Buchanan, Perez and Rice",Jenniferchester,MN,Northeast,Wholesale,2025-05-19,48,53.53,2569.44
433,106,114,Johnnie Walker Rather,Johnnie,Rum,700,37.06,Anthony-Clark,West Donald,OH,Midwest,Retail,2025-04-20,5,32.62,163.1
434,106,110,Don Julio Develop,Don,Gin,500,22.86,Patel-Harris,West Sarastad,ID,Southeast,Retail,2025-05-16,13,37.27,484.51
435,107,142,Smirnoff Pm,Smirnoff,Beer,700,9.14,Knox Group,Ingramburgh,ND,Southeast,Wholesale,2025-04-29,45,25.05,1127.25
436,106,136,Smirnoff Ball,Smirnoff,Beer,1000,27.06,Arnold-Lyons,Ericaborough,CT,Southeast,Wholesale,2025-05-16,22,59.86,1316.92
437,106,111,Tanqueray Arm,Tanqueray,Gin,750,17.12,"Le, Hendricks and West",Hodgeston,PR,Northeast,Retail,2025-05-14,36,81.98,2951.28
438,104,114,Smirnoff Of,Smirnoff,Beer,700,36.94,Raymond-Thompson,Port Scott,TX,South,Wholesale,2025-03-30,28,81.29,2276.12
439,110,135,Baileys Southern,Baileys,Liqueur,750,4.18,"Williams, Robinson and Moss",Danieltown,MN,Midwest,Wholesale,2025-05-10,46,46.75,2150.5
440,109,124,Smirnoff Drive,Smirnoff,Whisky,750,8.53,French-Montgomery,Loganmouth,OH,West,Wholesale,2025-03-26,13,95.15,1236.95
441,108,150,Smirnoff Improve,Smirnoff,Vodka,750,34.0,"Reed, Chandler and Smith",Abigailside,NM,Northeast,Retail,2025-05-20,13,27.36,355.68
442,101,119,Baileys Building,Baileys,Beer,700,33.91,Nolan Inc,East Davidland,MA,Midwest,Retail,2025-04-22,47,23.26,1093.22
443,106,117,Baileys There,Baileys,Whisky,700,5.95,Parrish Group,Fosterville,CO,Southeast,Wholesale,2025-04-28,50,90.5,4525.0
444,103,148,Johnnie Walker Brother,Johnnie,Beer,750,26.96,Munoz Group,North Leon,IA,South,Retail,2025-04-09,16,51.67,826.72
445,101,132,Baileys Rate,Baileys,Rum,700,22.86,Pitts-Reese,Scottstad,MT,Southeast,Retail,2025-05-16,26,70.94,1844.44
446,107,147,Johnnie Walker Join,Johnnie,Rum,500,33.71,"Williams, Valencia and Bennett",Peterstad,GA,South,Wholesale,2025-03-31,25,34.53,863.25
447,104,136,Ciroc Follow,Ciroc,Whisky,1000,24.82,Woods-Lloyd,Heidiside,DC,Southeast,Retail,2025-05-17,36,15.87,571.32
448,104,146,Don Julio Responsibility,Don,Tequila,750,25.93,Johnson-Figueroa,Chapmanstad,PW,Southeast,Wholesale,2025-04-19,41,84.09,3447.69
449,105,138,Smirnoff History,Smirnoff,Tequila,750,20.49,"Morales, Martinez and Robinson",New Davidmouth,VT,Midwest,Retail,2025-04-28,29,94.18,2731.22
450,103,149,Don Julio South,Don,Beer,1000,16.57,"Campos, Willis and Peterson",Kimland,KY,Midwest,Retail,2025-04-09,15,96.43,1446.45
451,107,116,Captain Morgan Himself,Captain,Tequila,750,25.76,Sherman-Marsh,Lake Erichaven,TX,Southeast,Wholesale,2025-04-17,46,78.94,3631.24
452,104,131,Don Julio However,Don,Rum,700,37.48,Nunez LLC,North Jacobberg,NH,Midwest,Wholesale,2025-03-24,49,29.24,1432.76
453,108,108,Guinness Along,Guinness,Gin,700,43.09,"Sawyer, Clark and Meyers",Benjaminland,UT,Midwest,Retail,2025-04-28,16,59.45,951.2
454,101,117,Smirnoff Bank,Smirnoff,Beer,700,19.06,"Ramos, Torres and Smith",Port Patricia,NY,Northeast,Retail,2025-03-24,27,30.36,819.72
455,110,128,Johnnie Walker Name,Johnnie,Liqueur,700,39.33,Bates PLC,North Jennifer,DC,Northeast,Retail,2025-04-19,24,16.28,390.72
456,101,129,Tanqueray Attorney,Tanqueray,Tequila,1000,38.63,"Nelson, Higgins and Walker",East Brian,AR,Southeast,Retail,2025-04-28,9,53.46,481.14
457,107,123,Captain Morgan Agent,Captain,Tequila,750,44.85,Hunter-Myers,New Judithland,KY,Midwest,Wholesale,2025-05-04,33,82.24,2713.92
458,106,150,Johnnie Walker Claim,Johnnie,Gin,750,10.03,Smith PLC,Harrisonport,HI,Midwest,Retail,2025-04-06,43,81.07,3486.01
459,109,142,Baileys We,Baileys,Whisky,1000,4.06,"Jones, Jordan and Mitchell",Pattonbury,AS,South,Wholesale,2025-03-31,8,67.48,539.84
460,106,132,Ciroc High,Ciroc,Rum,1000,13.32,Bolton-Nunez,East Ryanborough,VI,Northeast,Retail,2025-04-14,34,80.01,2720.34
461,110,121,Smirnoff Turn,Smirnoff,Tequila,500,25.81,Riley Inc,Annshire,NY,Midwest,Wholesale,2025-05-03,38,49.26,1871.88
462,102,104,Smirnoff Trial,Smirnoff,Whisky,500,11.47,"Lee, Jennings and Terry",Gregorymouth,NE,Northeast,Wholesale,2025-05-08,29,35.14,1019.06
463,101,130,Johnnie Walker Development,Johnnie,Tequila,700,17.18,"Hinton, Pena and Conley",Fitzgeraldton,NC,West,Retail,2025-04-09,33,32.64,1077.12
464,106,129,Ciroc Detail,Ciroc,Gin,750,15.24,Davis-Wolf,East Eric,GA,Midwest,Wholesale,2025-05-20,28,77.72,2176.16
465,108,125,Johnnie Walker Top,Johnnie,Gin,500,22.9,Moyer-Green,West Joshua,MH,Northeast,Wholesale,2025-05-08,44,25.79,1134.76
466,107,146,Tanqueray Left,Tanqueray,Whisky,500,19.77,Taylor-Terrell,Lake Chad,SD,Southeast,Retail,2025-04-08,45,38.65,1739.25
467,106,139,Smirnoff Choice,Smirnoff,Rum,750,25.66,Nguyen Inc,Jenniferchester,ME,Southeast,Retail,2025-03-25,29,14.65,424.85
468,102,135,Ciroc Where,Ciroc,Rum,1000,34.1,Burke PLC,Amandaville,CA,South,Wholesale,2025-04-14,45,43.49,1957.05
469,106,147,Don Julio Consider,Don,Gin,700,12.38,"Brooks, Silva and Garrett",Greenberg,RI,South,Retail,2025-04-02,49,11.73,574.77
470,106,142,Captain Morgan Focus,Captain,Liqueur,500,15.9,"Flores, Braun and King",Darrellville,FM,West,Retail,2025-04-18,17,80.03,1360.51
471,104,124,Johnnie Walker Eat,Johnnie,Beer,750,27.57,Morton-Parker,Caitlynland,MI,West,Wholesale,2025-04-27,18,60.99,1097.82
472,106,145,Captain Morgan Middle,Captain,Liqueur,700,36.41,Medina and Sons,North Sara,AS,Southeast,Retail,2025-05-16,50,45.0,2250.0
473,105,146,Ciroc Happen,Ciroc,Rum,750,15.53,"Garcia, Case and Liu",South John,MT,Southeast,Wholesale,2025-03-22,45,80.59,3626.55
474,110,119,Guinness Executive,Guinness,Liqueur,500,12.19,Morris PLC,Jeanstad,MI,Southeast,Retail,2025-05-16,33,16.7,551.1
475,102,121,Ciroc Return,Ciroc,Whisky,700,4.55,Franklin Inc,Lake Ryanburgh,MA,Northeast,Wholesale,2025-04-11,49,46.28,2267.72
476,107,121,Guinness Form,Guinness,Liqueur,1000,10.02,Nixon-Goodman,West Jamie,VI,West,Wholesale,2025-04-16,40,91.47,3658.8
477,103,138,Baileys Defense,Baileys,Tequila,750,14.48,"Contreras, Weber and Williams",Port John,NY,Southeast,Wholesale,2025-05-20,38,68.38,2598.44
478,107,104,Captain Morgan Radio,Captain,Beer,500,24.79,Rogers-Jones,Floresfort,WA,West,Retail,2025-04-23,17,85.12,1447.04
479,101,130,Johnnie Walker Too,Johnnie,Vodka,500,16.39,Gillespie Inc,West Christopher,AR,West,Retail,2025-04-11,28,90.15,2524.2
480,109,129,Ciroc Hair,Ciroc,Liqueur,700,26.38,"Wilson, Romero and Schwartz",Harrisland,ID,West,Wholesale,2025-03-24,26,80.59,2095.34
481,106,147,Baileys Thank,Baileys,Beer,1000,12.95,Hernandez Inc,Patricktown,MO,West,Retail,2025-05-11,31,60.73,1882.63
482,110,142,Guinness Available,Guinness,Vodka,500,7.16,"Maddox, Hill and Villanueva",Barnettview,NH,Northeast,Wholesale,2025-03-28,14,88.06,1232.84
483,108,108,Smirnoff Meeting,Smirnoff,Vodka,750,34.68,Olson LLC,Cynthiashire,DC,Midwest,Wholesale,2025-03-29,21,43.07,904.47
484,104,108,Guinness Each,Guinness,Gin,500,7.34,Shah-Mcbride,Tammyfort,GU,South,Wholesale,2025-04-04,50,80.05,4002.5
485,102,103,Ciroc Like,Ciroc,Beer,750,21.21,Brock-Macdonald,Shannonborough,WA,Southeast,Wholesale,2025-04-12,12,47.52,570.24
486,109,144,Johnnie Walker Order,Johnnie,Rum,750,40.65,Martinez LLC,New Loganmouth,KY,Southeast,Wholesale,2025-04-29,36,6.9,248.4
487,109,119,Tanqueray They,Tanqueray,Vodka,500,40.31,"Morales, Hayes and Crosby",South Julie,CO,Midwest,Wholesale,2025-04-02,46,17.54,806.84
488,105,129,Ciroc Contain,Ciroc,Beer,500,22.26,"Morrow, Porter and Wiggins",Powellstad,SC,Northeast,Wholesale,2025-04-17,18,75.6,1360.8
489,101,132,Captain Morgan Coach,Captain,Whisky,700,43.58,Adams LLC,Lake Phillipberg,KY,Southeast,Retail,2025-03-28,21,80.98,1700.58
490,108,116,Guinness Write,Guinness,Tequila,700,6.12,Henderson-Gallegos,Codybury,OK,West,Wholesale,2025-05-15,8,58.42,467.36
491,104,139,Guinness Finish,Guinness,Beer,1000,22.52,Davis-Manning,Dannyburgh,MA,South,Retail,2025-04-18,48,29.71,1426.08
492,102,132,Tanqueray Increase,Tanqueray,Whisky,500,10.24,"Reyes, Flores and Petersen",Stacytown,FM,South,Retail,2025-04-21,17,22.03,374.51
493,105,146,Tanqueray Pay,Tanqueray,Gin,700,37.03,Alvarez-Scott,Stanleymouth,AR,Southeast,Retail,2025-04-26,4,14.06,56.24
494,105,104,Guinness Music,Guinness,Whisky,750,27.22,Ramos LLC,Wardstad,WY,Midwest,Wholesale,2025-04-29,49,98.45,4824.05
495,102,105,Guinness Simply,Guinness,Gin,1000,6.4,Carrillo PLC,West Leahmouth,CA,Northeast,Retail,2025-04-20,14,23.63,330.82
496,110,121,Captain Morgan Traditional,Captain,Vodka,750,23.04,"Morgan, Grant and Preston",Garciastad,IL,Midwest,Wholesale,2025-04-22,18,96.05,1728.9
497,105,122,Ciroc Attack,Ciroc,Liqueur,1000,42.95,Randolph Inc,Perezborough,AL,Southeast,Retail,2025-04-22,35,65.04,2276.4
498,101,119,Ciroc Economy,Ciroc,Gin,700,44.85,Benjamin PLC,Vanessamouth,MD,South,Wholesale,2025-03-26,34,51.8,1761.2
499,106,148,Baileys Over,Baileys,Beer,750,35.43,Stokes PLC,West Donna,NH,West,Retail,2025-05-10,45,98.35,4425.75
500,109,115,Smirnoff Central,Smirnoff,Vodka,700,26.15,"Walker, Carter and Taylor",Lake Jason,MA,Northeast,Wholesale,2025-04-19,47,19.23,903.81
501,110,146,Johnnie Walker Trade,Johnnie,Whisky,750,44.45,Perry-Franklin,New Ivanville,WV,West,Wholesale,2025-04-28,26,29.81,775.06
502,107,139,Captain Morgan Challenge,Captain,Tequila,700,23.46,"Boyd, Mitchell and Weber",New Kevin,AL,Southeast,Retail,2025-05-05,2,27.93,55.86
503,105,124,Don Julio Stock,Don,Vodka,500,37.56,Page-Lee,Barnesburgh,AL,Northeast,Retail,2025-05-17,27,66.84,1804.68
504,110,141,Guinness Social,Guinness,Vodka,1000,20.49,Wilson-Kim,Jonesburgh,WI,Northeast,Retail,2025-04-17,15,68.04,1020.6
505,110,128,Baileys Myself,Baileys,Whisky,700,16.09,Morales-Dawson,Shortbury,MI,Southeast,Wholesale,2025-04-06,12,27.53,330.36
506,105,143,Ciroc Necessary,Ciroc,Whisky,1000,20.43,Wagner and Sons,New Sheila,ME,Northeast,Wholesale,2025-04-26,1,71.45,71.45
507,102,107,Don Julio Firm,Don,Gin,750,22.67,Gutierrez Inc,New Bobbyberg,GA,Northeast,Retail,2025-04-18,5,36.52,182.6
508,105,102,Baileys Travel,Baileys,Gin,500,5.23,Campbell-Harris,Connertown,KS,Midwest,Wholesale,2025-05-19,18,69.37,1248.66
509,101,101,Captain Morgan By,Captain,Rum,500,14.2,Nelson-Williams,Andrewbury,VT,Midwest,Wholesale,2025-04-29,31,43.07,1335.17
510,109,148,Ciroc Green,Ciroc,Vodka,1000,29.79,Burnett Inc,Christopherberg,WI,South,Retail,2025-05-01,40,79.11,3164.4
511,102,130,Captain Morgan Stay,Captain,Beer,1000,41.67,Robinson Inc,Valenciaville,WV,Southeast,Retail,2025-05-05,21,25.52,535.92
512,101,114,Tanqueray Prevent,Tanqueray,Rum,500,14.54,"Maldonado, Mann and Edwards",Laurenbury,IA,Midwest,Wholesale,2025-05-14,34,54.11,1839.74
513,101,148,Don Julio Few,Don,Liqueur,750,17.08,Delgado-Duncan,Doyleshire,SD,Midwest,Wholesale,2025-04-27,43,65.28,2807.04
514,102,103,Smirnoff Nation,Smirnoff,Liqueur,750,30.53,Matthews-Holder,Sandramouth,VI,South,Wholesale,2025-03-29,44,61.23,2694.12
515,101,111,Captain Morgan Fly,Captain,Beer,700,33.98,Smith-Lopez,Robertotown,VT,West,Retail,2025-04-23,11,17.42,191.62
516,108,128,Captain Morgan As,Captain,Whisky,700,43.78,Wilson Ltd,Jackfurt,AK,Midwest,Retail,2025-05-14,38,56.38,2142.44
517,102,104,Baileys Phone,Baileys,Beer,700,11.1,Gilbert PLC,North Emilyton,IN,South,Retail,2025-04-15,42,71.84,3017.28
518,109,147,Baileys Republican,Baileys,Whisky,700,38.63,"Duke, Turner and Cooper",West Tannerport,MO,Northeast,Retail,2025-04-05,21,6.17,129.57
519,104,110,Ciroc Process,Ciroc,Tequila,1000,6.22,"Sparks, Blair and Larson",Wendystad,PW,South,Wholesale,2025-05-02,34,58.11,1975.74
520,101,112,Ciroc Easy,Ciroc,Beer,750,41.31,"Hall, Wilson and Wright",Trevorfurt,OK,Southeast,Wholesale,2025-04-02,24,21.24,509.76
521,104,148,Baileys Feel,Baileys,Liqueur,750,35.34,Goodman-Miller,Lake Ronnie,OH,South,Wholesale,2025-04-12,13,22.97,298.61
522,109,122,Smirnoff Pattern,Smirnoff,Gin,500,37.79,Burns Group,Pricestad,PA,Southeast,Wholesale,2025-04-07,11,17.77,195.47
523,106,106,Tanqueray Them,Tanqueray,Liqueur,1000,24.44,"Perkins, Hall and Perry",New Chadton,WV,West,Retail,2025-04-08,44,30.34,1334.96
524,104,121,Captain Morgan Economic,Captain,Tequila,750,4.11,"Robinson, Johnson and Lopez",Andersonfort,PA,West,Wholesale,2025-04-01,17,34.96,594.32
525,109,117,Ciroc Parent,Ciroc,Vodka,500,13.83,Martinez-Baker,Lake Clairehaven,WV,West,Wholesale,2025-04-07,18,32.39,583.02
526,108,127,Tanqueray Laugh,Tanqueray,Liqueur,500,9.28,Hughes-Richardson,Guymouth,WI,Midwest,Retail,2025-04-22,41,15.45,633.45
527,105,129,Don Julio Break,Don,Whisky,750,14.97,Jones and Sons,Brandyton,PA,West,Retail,2025-05-19,25,60.65,1516.25
528,107,119,Don Julio Her,Don,Tequila,1000,23.8,Foley-Sanchez,New Markmouth,FM,Northeast,Retail,2025-04-21,45,46.43,2089.35
529,109,134,Ciroc Pattern,Ciroc,Gin,1000,14.56,Edwards-Leonard,Grahamfurt,CA,South,Retail,2025-03-28,35,58.81,2058.35
530,110,150,Guinness Idea,Guinness,Beer,750,20.36,Smith-Ryan,Port Dennisville,ID,Northeast,Retail,2025-04-11,3,5.42,16.26
531,110,149,Johnnie Walker People,Johnnie,Gin,500,6.81,"Clark, Gonzales and Tanner",North Williamstad,VI,Midwest,Wholesale,2025-04-12,16,74.0,1184.0
532,101,146,Don Julio Himself,Don,Rum,1000,24.32,Wolfe Inc,Allisonburgh,DC,West,Retail,2025-05-01,6,8.07,48.42
533,103,136,Ciroc Hold,Ciroc,Gin,700,40.72,Bell-Cook,Brandonfurt,HI,Southeast,Retail,2025-05-09,40,41.16,1646.4
534,108,117,Guinness Reveal,Guinness,Beer,700,25.37,Sharp and Sons,Lake Jonathanfurt,NM,Midwest,Wholesale,2025-04-20,41,94.52,3875.32
535,103,136,Guinness Seat,Guinness,Tequila,750,8.56,Carter-Johnson,Paultown,TN,Southeast,Wholesale,2025-03-29,21,53.72,1128.12
536,105,150,Johnnie Walker Age,Johnnie,Liqueur,700,5.83,"Wilson, Dalton and Lambert",New Larryport,FL,Southeast,Wholesale,2025-05-08,22,94.36,2075.92
537,108,118,Smirnoff I,Smirnoff,Whisky,750,22.21,Jones-Davis,Michaelville,MA,Southeast,Retail,2025-04-24,49,23.46,1149.54
538,102,139,Don Julio Right,Don,Beer,700,34.96,Reyes-White,Matthewfort,PR,Southeast,Wholesale,2025-04-01,19,21.01,399.19
539,101,123,Don Julio Lawyer,Don,Whisky,750,22.98,Warren-Jackson,Port Roy,DC,Northeast,Retail,2025-04-13,47,68.34,3211.98
540,105,136,Baileys National,Baileys,Whisky,700,19.64,Mitchell-Davis,West Maria,NV,South,Wholesale,2025-04-19,23,68.76,1581.48
541,102,142,Smirnoff Member,Smirnoff,Beer,700,18.83,Riddle and Sons,Williamschester,CO,West,Retail,2025-03-22,34,75.65,2572.1
